name,type,start_time,duration,"mosi","miso"
"SPI","result",0.517332626,7.5e-06,0x00,0x4B
"SPI","result",0.517340626,7.5e-06,0x00,0x85
"SPI","disable",0.517350162,1.99999999e-09,,
"SPI","enable",0.527775358,1.99999999e-09,,
"SPI","result",0.527784272,7.5e-06,0x00,0x80
"SPI","result",0.52779227,7.502e-06,0x00,0x00
"SPI","disable",0.527801808,2.00000011e-09,,
"SPI","enable",0.527852818,1.99999999e-09,,
"SPI","result",0.527853918,7.5e-06,0x00,0x4B
"SPI","result",0.527861918,7.5e-06,0x00,0x8A
"SPI","disable",0.527871454,2e-09,,
"SPI","enable",0.528052308,1.99999988e-09,,
"SPI","result",0.528061222,7.5e-06,0x00,0x80
"SPI","result",0.528069222,7.5e-06,0x00,0x00
"SPI","disable",0.528078758,1.99999999e-09,,
"SPI","enable",0.528129954,1.99999999e-09,,
"SPI","result",0.528131068,7.5e-06,0x00,0x4B
"SPI","result",0.528139068,7.5e-06,0x00,0x8A
"SPI","disable",0.528148604,1.99999999e-09,,
"SPI","enable",0.528325122,1.99999988e-09,,
"SPI","result",0.528334034,7.5e-06,0x00,0x80
"SPI","result",0.528342034,7.5e-06,0x00,0x00
"SPI","disable",0.52835157,1.99999999e-09,,
"SPI","enable",0.528401868,1.99999999e-09,,
"SPI","result",0.528402968,7.502e-06,0x00,0x4B
"SPI","result",0.528410968,7.5e-06,0x00,0x8B
"SPI","disable",0.528420504,2.00000011e-09,,
"SPI","enable",0.528601058,1.99999999e-09,,
"SPI","result",0.528609972,7.5e-06,0x00,0x00
"SPI","result",0.528617972,7.5e-06,0x00,0x00
"SPI","disable",0.528627508,1.99999988e-09,,
"SPI","enable",0.528677892,1.99999999e-09,,
"SPI","result",0.528678994,7.5e-06,0x00,0x4B
"SPI","result",0.528686994,7.5e-06,0x00,0x8B
"SPI","disable",0.52869653,1.99999999e-09,,
"SPI","enable",0.528873134,1.99999988e-09,,
"SPI","result",0.528882048,7.5e-06,0x00,0x00
"SPI","result",0.528890046,7.502e-06,0x00,0x00
"SPI","disable",0.528899584,1.99999999e-09,,
"SPI","enable",0.52895068,1.99999988e-09,,
"SPI","result",0.528951782,7.5e-06,0x00,0x0B
"SPI","result",0.528959782,7.5e-06,0x00,0x8C
"SPI","disable",0.528969318,1.99999988e-09,,
"SPI","enable",0.529159484,1.99999988e-09,,
"SPI","result",0.529168398,7.5e-06,0x00,0x00
"SPI","result",0.529176396,7.502e-06,0x00,0x00
"SPI","disable",0.529185934,1.99999999e-09,,
"SPI","enable",0.529236492,1.99999999e-09,,
"SPI","result",0.529237594,7.5e-06,0x00,0x0B
"SPI","result",0.529245594,7.5e-06,0x00,0x8A
"SPI","disable",0.52925513,1.99999999e-09,,
"SPI","enable",0.52943181,2.00000011e-09,,
"SPI","result",0.529440722,7.5e-06,0x00,0x00
"SPI","result",0.529448722,7.5e-06,0x00,0x00
"SPI","disable",0.529458258,1.99999999e-09,,
"SPI","enable",0.52950873,1.99999999e-09,,
"SPI","result",0.529509832,7.5e-06,0x00,0x4B
"SPI","result",0.529517832,7.5e-06,0x00,0x8A
"SPI","disable",0.529527368,1.99999999e-09,,
"SPI","enable",0.529707922,1.99999999e-09,,
"SPI","result",0.529716836,7.5e-06,0x00,0x80
"SPI","result",0.529724834,7.502e-06,0x00,0x00
"SPI","disable",0.529734372,1.99999999e-09,,
"SPI","enable",0.529784844,1.99999999e-09,,
"SPI","result",0.529785944,7.5e-06,0x00,0x0B
"SPI","result",0.529793944,7.5e-06,0x00,0x8B
"SPI","disable",0.52980348,1.99999999e-09,,
"SPI","enable",0.529980072,2.00000011e-09,,
"SPI","result",0.529988986,7.5e-06,0x00,0x80
"SPI","result",0.529996984,7.502e-06,0x00,0x00
"SPI","disable",0.530006522,1.99999999e-09,,
"SPI","enable",0.530057532,1.99999999e-09,,
"SPI","result",0.530058632,7.5e-06,0x00,0x0B
"SPI","result",0.530066632,7.5e-06,0x00,0x8B
"SPI","disable",0.530076168,1.99999988e-09,,
"SPI","enable",0.530264622,1.99999988e-09,,
"SPI","result",0.530273536,7.5e-06,0x00,0x80
"SPI","result",0.530281534,7.502e-06,0x00,0x00
"SPI","disable",0.530291072,1.99999999e-09,,
"SPI","enable",0.530341544,2.00000011e-09,,
"SPI","result",0.530342644,7.5e-06,0x00,0x0B
"SPI","result",0.530350644,7.5e-06,0x00,0x8C
"SPI","disable",0.53036018,1.99999999e-09,,
"SPI","enable",0.530536598,1.99999999e-09,,
"SPI","result",0.53054551,7.502e-06,0x00,0x00
"SPI","result",0.53055351,7.5e-06,0x00,0x00
"SPI","disable",0.530563046,1.99999999e-09,,
"SPI","enable",0.530613432,2.00000011e-09,,
"SPI","result",0.530614532,7.5e-06,0x00,0x0B
"SPI","result",0.530622532,7.5e-06,0x00,0x8C
"SPI","disable",0.530632068,1.99999999e-09,,
"SPI","enable",0.530812522,2.00000011e-09,,
"SPI","result",0.530821436,7.5e-06,0x00,0x00
"SPI","result",0.530829434,7.502e-06,0x00,0x00
"SPI","disable",0.530838972,1.99999999e-09,,
"SPI","enable",0.530889444,1.99999999e-09,,
"SPI","result",0.530890546,7.5e-06,0x00,0x0B
"SPI","result",0.530898544,7.502e-06,0x00,0x8C
"SPI","disable",0.53090808,1.99999988e-09,,
"SPI","enable",0.531084498,1.99999988e-09,,
"SPI","result",0.531099498,7.5e-06,0x00,0x00
"SPI","result",0.531107498,7.5e-06,0x00,0x00
"SPI","disable",0.53111726,1.99999999e-09,,
"SPI","enable",0.531167732,1.99999999e-09,,
"SPI","result",0.531168832,7.502e-06,0x00,0x0B
"SPI","result",0.531176832,7.5e-06,0x00,0x8C
"SPI","disable",0.531186368,1.99999999e-09,,
"SPI","enable",0.531366648,2.00000011e-09,,
"SPI","result",0.531375562,7.5e-06,0x00,0x00
"SPI","result",0.53138356,7.502e-06,0x00,0x00
"SPI","disable",0.531393096,2.00000011e-09,,
"SPI","enable",0.53144357,1.99999999e-09,,
"SPI","result",0.53144467,7.5e-06,0x00,0x4B
"SPI","result",0.53145267,7.5e-06,0x00,0x8C
"SPI","disable",0.531462206,1.99999999e-09,,
"SPI","enable",0.53163881,1.99999988e-09,,
"SPI","result",0.531647724,7.5e-06,0x00,0x80
"SPI","result",0.531655724,7.5e-06,0x00,0x00
"SPI","disable",0.53166526,1.99999999e-09,,
"SPI","enable",0.531715644,1.99999999e-09,,
"SPI","result",0.531716746,7.5e-06,0x00,0x0B
"SPI","result",0.531724746,7.5e-06,0x00,0x8B
"SPI","disable",0.531734282,2.00000011e-09,,
"SPI","enable",0.53191481,1.99999999e-09,,
"SPI","result",0.531923724,7.5e-06,0x00,0x80
"SPI","result",0.531931724,7.5e-06,0x00,0x00
"SPI","disable",0.53194126,2.00000011e-09,,
"SPI","enable",0.531991732,1.99999988e-09,,
"SPI","result",0.531992834,7.5e-06,0x00,0x4B
"SPI","result",0.532000832,7.502e-06,0x00,0x8C
"SPI","disable",0.53201037,1.99999999e-09,,
"SPI","enable",0.53220026,2.00000011e-09,,
"SPI","result",0.532209174,7.5e-06,0x00,0x80
"SPI","result",0.532217174,7.5e-06,0x00,0x00
"SPI","disable",0.53222671,1.99999999e-09,,
"SPI","enable",0.53227772,2.00000011e-09,,
"SPI","result",0.53227882,7.502e-06,0x00,0x0B
"SPI","result",0.53228682,7.5e-06,0x00,0x8C
"SPI","disable",0.532296356,1.99999988e-09,,
"SPI","enable",0.532476722,1.99999999e-09,,
"SPI","result",0.532485636,7.5e-06,0x00,0x00
"SPI","result",0.532493636,7.5e-06,0x00,0x00
"SPI","disable",0.532503172,2.00000011e-09,,
"SPI","enable",0.532553644,1.99999988e-09,,
"SPI","result",0.532554746,7.5e-06,0x00,0x0B
"SPI","result",0.532562746,7.5e-06,0x00,0x8C
"SPI","disable",0.532572282,1.99999999e-09,,
"SPI","enable",0.532748698,1.99999999e-09,,
"SPI","result",0.532757612,7.5e-06,0x00,0x00
"SPI","result",0.53276561,7.502e-06,0x00,0x00
"SPI","disable",0.532775148,1.99999988e-09,,
"SPI","enable",0.53282562,2.00000011e-09,,
"SPI","result",0.532826722,7.5e-06,0x00,0x4B
"SPI","result",0.53283472,7.502e-06,0x00,0x8E
"SPI","disable",0.532844258,1.99999999e-09,,
"SPI","enable",0.53302481,1.99999999e-09,,
"SPI","result",0.533033724,7.5e-06,0x00,0x00
"SPI","result",0.533041724,7.5e-06,0x00,0x00
"SPI","disable",0.53305126,1.99999988e-09,,
"SPI","enable",0.533101632,1.99999999e-09,,
"SPI","result",0.533103034,7.5e-06,0x00,0x0B
"SPI","result",0.533111034,7.5e-06,0x00,0x8D
"SPI","disable",0.53312057,1.99999988e-09,,
"SPI","enable",0.533297386,2.00000011e-09,,
"SPI","result",0.5333063,7.5e-06,0x00,0x80
"SPI","result",0.533314298,7.502e-06,0x00,0x00
"SPI","disable",0.533323836,1.99999999e-09,,
"SPI","enable",0.533374308,2.00000011e-09,,
"SPI","result",0.53337541,7.5e-06,0x00,0x4B
"SPI","result",0.533383408,7.502e-06,0x00,0x8E
"SPI","disable",0.533392944,1.99999988e-09,,
"SPI","enable",0.533573586,1.99999988e-09,,
"SPI","result",0.5335825,7.5e-06,0x00,0x00
"SPI","result",0.5335905,7.5e-06,0x00,0x00
"SPI","disable",0.533600036,1.99999999e-09,,
"SPI","enable",0.533650508,1.99999988e-09,,
"SPI","result",0.53365161,7.5e-06,0x00,0x4B
"SPI","result",0.533659608,7.502e-06,0x00,0x8E
"SPI","disable",0.533669146,1.99999988e-09,,
"SPI","enable",0.53384575,1.99999999e-09,,
"SPI","result",0.533854662,7.502e-06,0x00,0x00
"SPI","result",0.533862662,7.5e-06,0x00,0x00
"SPI","disable",0.533872198,2.00000011e-09,,
"SPI","enable",0.533922584,1.99999999e-09,,
"SPI","result",0.533923684,7.5e-06,0x00,0x4B
"SPI","result",0.533931684,7.5e-06,0x00,0x8D
"SPI","disable",0.53394122,1.99999999e-09,,
"SPI","enable",0.534129962,1.99999999e-09,,
"SPI","result",0.534138876,7.5e-06,0x00,0x00
"SPI","result",0.534146874,7.502e-06,0x00,0x00
"SPI","disable",0.534156412,2.00000011e-09,,
"SPI","enable",0.53420742,2.00000011e-09,,
"SPI","result",0.534208522,7.5e-06,0x00,0x4B
"SPI","result",0.534216522,7.5e-06,0x00,0x8D
"SPI","disable",0.534226058,1.99999999e-09,,
"SPI","enable",0.53440275,1.99999988e-09,,
"SPI","result",0.534411664,7.5e-06,0x00,0x00
"SPI","result",0.534419662,7.502e-06,0x00,0x00
"SPI","disable",0.534429198,1.99999999e-09,,
"SPI","enable",0.534479758,1.99999988e-09,,
"SPI","result",0.53448086,7.5e-06,0x00,0x0B
"SPI","result",0.53448886,7.5e-06,0x00,0x8E
"SPI","disable",0.534498396,1.99999988e-09,,
"SPI","enable",0.544840432,2.00000011e-09,,
"SPI","result",0.544849346,7.5e-06,0x00,0x80
"SPI","result",0.544857346,7.5e-06,0x00,0x00
"SPI","disable",0.544866882,1.99999999e-09,,
"SPI","enable",0.544917892,2.00000011e-09,,
"SPI","result",0.544918992,7.502e-06,0x00,0x4B
"SPI","result",0.544926992,7.502e-06,0x00,0x93
"SPI","disable",0.54493653,2.00000011e-09,,
"SPI","enable",0.545106796,1.99999988e-09,,
"SPI","result",0.54511571,7.5e-06,0x00,0x00
"SPI","result",0.545123708,7.502e-06,0x00,0x00
"SPI","disable",0.54513327,1.99999988e-09,,
"SPI","enable",0.54518428,2.00000011e-09,,
"SPI","result",0.545185382,7.5e-06,0x00,0x4B
"SPI","result",0.54519338,7.502e-06,0x00,0x94
"SPI","disable",0.545202918,2.00000011e-09,,
"SPI","enable",0.545369434,1.99999988e-09,,
"SPI","result",0.545378348,7.5e-06,0x00,0x80
"SPI","result",0.545386346,7.502e-06,0x00,0x00
"SPI","disable",0.545395884,1.99999999e-09,,
"SPI","enable",0.545446806,2.00000011e-09,,
"SPI","result",0.545447906,7.502e-06,0x00,0x4B
"SPI","result",0.545455906,7.502e-06,0x00,0x93
"SPI","disable",0.545465442,1.99999988e-09,,
"SPI","enable",0.545627972,1.99999999e-09,,
"SPI","result",0.545636886,7.5e-06,0x00,0x00
"SPI","result",0.545644886,7.5e-06,0x00,0x00
"SPI","disable",0.545654422,1.99999988e-09,,
"SPI","enable",0.545704894,2.00000011e-09,,
"SPI","result",0.545705996,7.5e-06,0x00,0x0B
"SPI","result",0.545713994,7.502e-06,0x00,0x94
"SPI","disable",0.545723532,2e-09,,
"SPI","enable",0.54588996,1.99999999e-09,,
"SPI","result",0.545898874,7.5e-06,0x00,0x00
"SPI","result",0.545906874,7.5e-06,0x00,0x00
"SPI","disable",0.54591641,1.99999988e-09,,
"SPI","enable",0.545966882,2.00000011e-09,,
"SPI","result",0.545967984,7.5e-06,0x00,0x4B
"SPI","result",0.545975984,7.5e-06,0x00,0x95
"SPI","disable",0.54598552,1.99999999e-09,,
"SPI","enable",0.546156948,1.99999988e-09,,
"SPI","result",0.546165862,7.5e-06,0x00,0x00
"SPI","result",0.546173862,7.5e-06,0x00,0x00
"SPI","disable",0.546183398,1.99999999e-09,,
"SPI","enable",0.54623387,1.99999988e-09,,
"SPI","result",0.546234972,7.5e-06,0x00,0x4B
"SPI","result",0.546242972,7.5e-06,0x00,0x94
"SPI","disable",0.546252508,1.99999988e-09,,
"SPI","enable",0.546418938,2.00000011e-09,,
"SPI","result",0.546427852,7.5e-06,0x00,0x80
"SPI","result",0.54643585,7.5e-06,0x00,0x00
"SPI","disable",0.546445386,1.99999999e-09,,
"SPI","enable",0.546495858,2.00000011e-09,,
"SPI","result",0.54649696,7.5e-06,0x00,0x4B
"SPI","result",0.54650496,7.5e-06,0x00,0x96
"SPI","disable",0.546514496,1.99999999e-09,,
"SPI","enable",0.546676964,1.99999999e-09,,
"SPI","result",0.546685878,7.5e-06,0x00,0x00
"SPI","result",0.546693876,7.5e-06,0x00,0x00
"SPI","disable",0.546703412,1.99999988e-09,,
"SPI","enable",0.546753884,1.99999999e-09,,
"SPI","result",0.546754986,7.5e-06,0x00,0x4B
"SPI","result",0.546762986,7.5e-06,0x00,0x94
"SPI","disable",0.546772522,1.99999988e-09,,
"SPI","enable",0.546938952,2.00000011e-09,,
"SPI","result",0.546947866,7.5e-06,0x00,0x80
"SPI","result",0.546955864,7.502e-06,0x00,0x00
"SPI","disable",0.5469654,1.99999999e-09,,
"SPI","enable",0.547015872,1.99999988e-09,,
"SPI","result",0.547016974,7.5e-06,0x00,0x4B
"SPI","result",0.547024974,7.5e-06,0x00,0x95
"SPI","disable",0.54703451,1.99999988e-09,,
"SPI","enable",0.547207652,2.00000011e-09,,
"SPI","result",0.547216566,7.5e-06,0x00,0x00
"SPI","result",0.547224564,7.502e-06,0x00,0x00
"SPI","disable",0.547234102,1.99999999e-09,,
"SPI","enable",0.547285024,1.99999988e-09,,
"SPI","result",0.547286124,7.502e-06,0x00,0x0B
"SPI","result",0.547294124,7.5e-06,0x00,0x95
"SPI","disable",0.54730366,2.00000011e-09,,
"SPI","enable",0.54747009,1.99999988e-09,,
"SPI","result",0.547479004,7.5e-06,0x00,0x80
"SPI","result",0.547487004,7.5e-06,0x00,0x00
"SPI","disable",0.54749654,1.99999999e-09,,
"SPI","enable",0.547547012,2.00000011e-09,,
"SPI","result",0.547548114,7.5e-06,0x00,0x4B
"SPI","result",0.547556112,7.502e-06,0x00,0x95
"SPI","disable",0.547565648,1.99999999e-09,,
"SPI","enable",0.547728054,1.99999988e-09,,
"SPI","result",0.547736968,7.5e-06,0x00,0x00
"SPI","result",0.547744966,7.502e-06,0x00,0x00
"SPI","disable",0.547754504,1.99999999e-09,,
"SPI","enable",0.547804888,1.99999999e-09,,
"SPI","result",0.547805988,7.502e-06,0x00,0x4B
"SPI","result",0.547813988,7.502e-06,0x00,0x95
"SPI","disable",0.547823526,2.00000011e-09,,
"SPI","enable",0.54798978,1.99999999e-09,,
"SPI","result",0.547998694,7.5e-06,0x00,0x00
"SPI","result",0.548006692,7.502e-06,0x00,0x00
"SPI","disable",0.548016228,1.99999988e-09,,
"SPI","enable",0.548066788,2.00000011e-09,,
"SPI","result",0.54806789,7.5e-06,0x00,0x4B
"SPI","result",0.54807589,7.5e-06,0x00,0x95
"SPI","disable",0.548085426,2.00000011e-09,,
"SPI","enable",0.548256068,1.99999999e-09,,
"SPI","result",0.548264982,7.5e-06,0x00,0x00
"SPI","result",0.54827298,7.502e-06,0x00,0x00
"SPI","disable",0.548282518,1.99999988e-09,,
"SPI","enable",0.548332902,1.99999999e-09,,
"SPI","result",0.548334002,7.502e-06,0x00,0x4B
"SPI","result",0.548342002,7.502e-06,0x00,0x96
"SPI","disable",0.548351538,1.99999999e-09,,
"SPI","enable",0.548517956,1.99999999e-09,,
"SPI","result",0.54852687,7.5e-06,0x00,0x00
"SPI","result",0.548534868,7.502e-06,0x00,0x00
"SPI","disable",0.548544406,2.00000011e-09,,
"SPI","enable",0.548594878,1.99999999e-09,,
"SPI","result",0.548595978,7.502e-06,0x00,0x0B
"SPI","result",0.548603978,7.5e-06,0x00,0x96
"SPI","disable",0.548613514,1.99999999e-09,,
"SPI","enable",0.548775982,1.99999999e-09,,
"SPI","result",0.548784896,7.5e-06,0x00,0x80
"SPI","result",0.548792894,7.502e-06,0x00,0x00
"SPI","disable",0.548802432,1.99999999e-09,,
"SPI","enable",0.548852904,2.00000011e-09,,
"SPI","result",0.548854004,7.502e-06,0x00,0x0B
"SPI","result",0.548862004,7.5e-06,0x00,0x96
"SPI","disable",0.54887154,1.99999988e-09,,
"SPI","enable",0.549037958,1.99999999e-09,,
"SPI","result",0.549046872,7.5e-06,0x00,0x80
"SPI","result",0.54905487,7.502e-06,0x00,0x00
"SPI","disable",0.549064408,1.99999999e-09,,
"SPI","enable",0.549114916,1.99999999e-09,,
"SPI","result",0.54911603,7.5e-06,0x00,0x0B
"SPI","result",0.54912403,7.5e-06,0x00,0x97
"SPI","disable",0.549133566,1.99999999e-09,,
"SPI","enable",0.549295972,1.99999999e-09,,
"SPI","result",0.549304884,7.502e-06,0x00,0x00
"SPI","result",0.549312884,7.5e-06,0x00,0x00
"SPI","disable",0.54932242,2.00000011e-09,,
"SPI","enable",0.549372892,2e-09,,
"SPI","result",0.549373994,7.5e-06,0x00,0x0B
"SPI","result",0.549381994,7.5e-06,0x00,0x96
"SPI","disable",0.54939153,1.99999999e-09,,
"SPI","enable",0.549557948,1.99999999e-09,,
"SPI","result",0.54956686,7.5e-06,0x00,0x80
"SPI","result",0.54957486,7.5e-06,0x00,0x00
"SPI","disable",0.549584396,2.00000011e-09,,
"SPI","enable",0.549634868,1.99999988e-09,,
"SPI","result",0.54963597,7.5e-06,0x00,0x0B
"SPI","result",0.54964397,7.5e-06,0x00,0x97
"SPI","disable",0.549653506,1.99999999e-09,,
"SPI","enable",0.549815998,1.99999988e-09,,
"SPI","result",0.549824912,7.5e-06,0x00,0x00
"SPI","result",0.54983291,7.502e-06,0x00,0x00
"SPI","disable",0.549842448,2e-09,,
"SPI","enable",0.549892832,1.99999999e-09,,
"SPI","result",0.549893934,7.5e-06,0x00,0x4B
"SPI","result",0.549901932,7.502e-06,0x00,0x97
"SPI","disable",0.54991147,1.99999999e-09,,
"SPI","enable",0.550077912,1.99999999e-09,,
"SPI","result",0.550086826,7.5e-06,0x00,0x80
"SPI","result",0.550094824,7.5e-06,0x00,0x00
"SPI","disable",0.550104636,1.99999999e-09,,
"SPI","enable",0.550155782,1.99999988e-09,,
"SPI","result",0.550156884,7.5e-06,0x00,0x4B
"SPI","result",0.550164884,7.5e-06,0x00,0x97
"SPI","disable",0.55017442,1.99999999e-09,,
"SPI","enable",0.550337124,1.99999988e-09,,
"SPI","result",0.550346038,7.5e-06,0x00,0x80
"SPI","result",0.550354038,7.5e-06,0x00,0x00
"SPI","disable",0.550363574,1.99999999e-09,,
"SPI","enable",0.550414046,2.00000011e-09,,
"SPI","result",0.550415148,7.5e-06,0x00,0x0B
"SPI","result",0.550423146,7.502e-06,0x00,0x96
"SPI","disable",0.550432684,1.99999999e-09,,
"SPI","enable",0.550599188,2.00000011e-09,,
"SPI","result",0.550608102,7.5e-06,0x00,0x80
"SPI","result",0.5506161,7.502e-06,0x00,0x00
"SPI","disable",0.550625638,1.99999999e-09,,
"SPI","enable",0.550676648,2e-09,,
"SPI","result",0.550677748,7.5e-06,0x00,0x0B
"SPI","result",0.550685748,7.5e-06,0x00,0x98
"SPI","disable",0.550695284,1.99999988e-09,,
"SPI","enable",0.561115692,2.00000011e-09,,
"SPI","result",0.561124606,7.5e-06,0x00,0x00
"SPI","result",0.561132606,7.5e-06,0x00,0x00
"SPI","disable",0.561142142,1.99999988e-09,,
"SPI","enable",0.56119324,1.99999988e-09,,
"SPI","result",0.56119434,7.502e-06,0x00,0x0B
"SPI","result",0.56120234,7.5e-06,0x00,0x9E
"SPI","disable",0.561211876,2.00000011e-09,,
"SPI","enable",0.561378568,2e-09,,
"SPI","result",0.561387482,7.5e-06,0x00,0x00
"SPI","result",0.561395482,7.5e-06,0x00,0x00
"SPI","disable",0.561405018,2.00000011e-09,,
"SPI","enable",0.56145504,1.99999988e-09,,
"SPI","result",0.561456142,7.5e-06,0x00,0x4B
"SPI","result",0.56146414,7.502e-06,0x00,0x9E
"SPI","disable",0.561473678,1.99999988e-09,,
"SPI","enable",0.56163622,1.99999999e-09,,
"SPI","result",0.561645134,7.5e-06,0x00,0x80
"SPI","result",0.561653132,7.502e-06,0x00,0x00
"SPI","disable",0.56166267,1.99999988e-09,,
"SPI","enable",0.561713142,2.00000011e-09,,
"SPI","result",0.561714242,7.5e-06,0x00,0x4B
"SPI","result",0.561722242,7.5e-06,0x00,0x9F
"SPI","disable",0.561731778,1.99999999e-09,,
"SPI","enable",0.561898196,1.99999999e-09,,
"SPI","result",0.56190711,7.5e-06,0x00,0x00
"SPI","result",0.561915108,7.5e-06,0x00,0x00
"SPI","disable",0.561924644,2.00000011e-09,,
"SPI","enable",0.56197503,1.99999988e-09,,
"SPI","result",0.56197613,7.502e-06,0x00,0x0B
"SPI","result",0.56198413,7.5e-06,0x00,0x9F
"SPI","disable",0.561993666,1.99999999e-09,,
"SPI","enable",0.562171034,1.99999999e-09,,
"SPI","result",0.562179948,7.498e-06,0x00,0x80
"SPI","result",0.562187946,7.5e-06,0x00,0x00
"SPI","disable",0.562197482,2.00000011e-09,,
"SPI","enable",0.562248042,1.99999988e-09,,
"SPI","result",0.562249144,7.5e-06,0x00,0x0B
"SPI","result",0.562257142,7.502e-06,0x00,0x9F
"SPI","disable",0.56226668,1.99999988e-09,,
"SPI","enable",0.562433072,1.99999999e-09,,
"SPI","result",0.562441986,7.5e-06,0x00,0x80
"SPI","result",0.562449984,7.5e-06,0x00,0x00
"SPI","disable",0.56245952,1.99999999e-09,,
"SPI","enable",0.56251008,1.99999999e-09,,
"SPI","result",0.562511182,7.5e-06,0x00,0x4B
"SPI","result",0.562519182,7.5e-06,0x00,0xA0
"SPI","disable",0.562528718,1.99999999e-09,,
"SPI","enable",0.56269116,2.00000011e-09,,
"SPI","result",0.562700074,7.5e-06,0x00,0x00
"SPI","result",0.562708072,7.502e-06,0x00,0x00
"SPI","disable",0.56271761,2.00000011e-09,,
"SPI","enable",0.562767994,1.99999999e-09,,
"SPI","result",0.562769096,7.5e-06,0x00,0x4B
"SPI","result",0.562777094,7.502e-06,0x00,0xA0
"SPI","disable",0.562786632,1.99999988e-09,,
"SPI","enable",0.56295311,1.99999999e-09,,
"SPI","result",0.562962024,7.5e-06,0x00,0x00
"SPI","result",0.562970024,7.5e-06,0x00,0x00
"SPI","disable",0.56297956,1.99999999e-09,,
"SPI","enable",0.56303012,1.99999999e-09,,
"SPI","result",0.56303122,7.502e-06,0x00,0x4B
"SPI","result",0.56303922,7.502e-06,0x00,0x9F
"SPI","disable",0.563048756,1.99999999e-09,,
"SPI","enable",0.563220948,1.99999999e-09,,
"SPI","result",0.563229862,7.5e-06,0x00,0x00
"SPI","result",0.563237862,7.5e-06,0x00,0x00
"SPI","disable",0.563247398,1.99999999e-09,,
"SPI","enable",0.563297958,1.99999999e-09,,
"SPI","result",0.563299058,7.502e-06,0x00,0x0B
"SPI","result",0.563307058,7.502e-06,0x00,0x9F
"SPI","disable",0.563316594,1.99999988e-09,,
"SPI","enable",0.563483074,1.99999999e-09,,
"SPI","result",0.563491988,7.5e-06,0x00,0x80
"SPI","result",0.563499988,7.5e-06,0x00,0x00
"SPI","disable",0.563509524,2.00000011e-09,,
"SPI","enable",0.563559996,1.99999999e-09,,
"SPI","result",0.563561098,7.5e-06,0x00,0x0B
"SPI","result",0.563569096,7.502e-06,0x00,0xA0
"SPI","disable",0.563578634,2.00000011e-09,,
"SPI","enable",0.563740926,1.99999988e-09,,
"SPI","result",0.56374984,7.5e-06,0x00,0x80
"SPI","result",0.563757838,7.502e-06,0x00,0x00
"SPI","disable",0.563767374,1.99999999e-09,,
"SPI","enable",0.563817934,1.99999988e-09,,
"SPI","result",0.563819036,7.5e-06,0x00,0x4B
"SPI","result",0.563827036,7.5e-06,0x00,0xA0
"SPI","disable",0.563836572,1.99999988e-09,,
"SPI","enable",0.564003052,1.99999988e-09,,
"SPI","result",0.564011966,7.5e-06,0x00,0x00
"SPI","result",0.564019964,7.5e-06,0x00,0x00
"SPI","disable",0.5640295,1.99999999e-09,,
"SPI","enable",0.564079972,1.99999999e-09,,
"SPI","result",0.564081074,7.5e-06,0x00,0x0B
"SPI","result",0.564089074,7.5e-06,0x00,0x9F
"SPI","disable",0.564098872,1.99999999e-09,,
"SPI","enable",0.564269764,2.00000011e-09,,
"SPI","result",0.564278678,7.5e-06,0x00,0x80
"SPI","result",0.564286678,7.5e-06,0x00,0x00
"SPI","disable",0.564296214,2.00000011e-09,,
"SPI","enable",0.564347224,2e-09,,
"SPI","result",0.564348324,7.502e-06,0x00,0x0B
"SPI","result",0.564356324,7.5e-06,0x00,0xA0
"SPI","disable",0.56436586,2.00000011e-09,,
"SPI","enable",0.56453209,1.99999999e-09,,
"SPI","result",0.564541004,7.5e-06,0x00,0x80
"SPI","result",0.564549004,7.5e-06,0x00,0x00
"SPI","disable",0.56455854,1.99999988e-09,,
"SPI","enable",0.564609012,1.99999999e-09,,
"SPI","result",0.564610112,7.502e-06,0x00,0x0B
"SPI","result",0.564618112,7.502e-06,0x00,0xA1
"SPI","disable",0.564627648,1.99999999e-09,,
"SPI","enable",0.564790116,2.00000011e-09,,
"SPI","result",0.56479903,7.5e-06,0x00,0x00
"SPI","result",0.56480703,7.5e-06,0x00,0x00
"SPI","disable",0.564816566,2.00000011e-09,,
"SPI","enable",0.564867038,1.99999988e-09,,
"SPI","result",0.564868138,7.502e-06,0x00,0x0B
"SPI","result",0.564876138,7.502e-06,0x00,0xA1
"SPI","disable",0.564885674,1.99999999e-09,,
"SPI","enable",0.565052092,2.00000011e-09,,
"SPI","result",0.565061006,7.5e-06,0x00,0x00
"SPI","result",0.565069004,7.502e-06,0x00,0x00
"SPI","disable",0.565078542,1.99999999e-09,,
"SPI","enable",0.565129314,1.99999999e-09,,
"SPI","result",0.565130426,7.502e-06,0x00,0x0B
"SPI","result",0.565138426,7.502e-06,0x00,0xA1
"SPI","disable",0.565147964,1.99999999e-09,,
"SPI","enable",0.565310344,1.99999999e-09,,
"SPI","result",0.565319256,7.5e-06,0x00,0x00
"SPI","result",0.565327256,7.5e-06,0x00,0x00
"SPI","disable",0.565336792,2.00000011e-09,,
"SPI","enable",0.565387178,1.99999988e-09,,
"SPI","result",0.565388278,7.5e-06,0x00,0x0B
"SPI","result",0.565396278,7.5e-06,0x00,0xA0
"SPI","disable",0.565405814,1.99999999e-09,,
"SPI","enable",0.565572044,1.99999999e-09,,
